更新区分,品目コード,品名,品名カナ,JANコード,発注コード,基本品目,ブランド名称,販売単価,受注数,単品単位数量単位,入数,メーカーコード,メーカー名,大分類,大分類テキスト,中分類,中分類テキスト,小分類,小分類テキスト,原産国（名称）,質量,質量単位,特長,用途,仕様,仕様２,材質／仕上,セット内容／付属品,注意,後継品,送料無料フラグ,税区分,税率
I,K000004623,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1202 K000004623,フレアーシキツギテ ゲージフィッティング FG FG-1202,,K000004623,,ASOH,580,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,46,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):6.35/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅1.7×奥行3.7×高さ1.7㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004624,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1203 K000004624,フレアーシキツギテ ゲージフィッティング FG FG-1203,,K000004624,,ASOH,700,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,64,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):9.53/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.7×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004625,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1206 K000004625,フレアーシキツギテ ゲージフィッティング FG FG-1206,,K000004625,,ASOH,580,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,46,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):6/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅1.7×奥行3.7×高さ1.7㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004626,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1208 K000004626,フレアーシキツギテ ゲージフィッティング FG FG-1208,,K000004626,,ASOH,580,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,48,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):8/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅1.7×奥行3.7×高さ1.7㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004627,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1210 K000004627,フレアーシキツギテ ゲージフィッティング FG FG-1210,,K000004627,,ASOH,700,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,64,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):10/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.7×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004628,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1302 K000004628,フレアーシキツギテ ゲージフィッティング FG FG-1302,,K000004628,,ASOH,650,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,61,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):6.35/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.9×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004629,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1303 K000004629,フレアーシキツギテ ゲージフィッティング FG FG-1303,,K000004629,,ASOH,700,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,77,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):9.53/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.9×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004630,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1306 K000004630,フレアーシキツギテ ゲージフィッティング FG FG-1306,,K000004630,,ASOH,650,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,61,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):6/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.9×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004631,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1308 K000004631,フレアーシキツギテ ゲージフィッティング FG FG-1308,,K000004631,,ASOH,660,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,63,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):8/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.9×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004632,アソー(株) ASOH   フレアー式継手 ゲージフィッティング FG FG-1310 K000004632,フレアーシキツギテ ゲージフィッティング FG FG-1310,,K000004632,,ASOH,700,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,484,フレアー式継手 ゲージフィッティング FG,日本,77,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・取付側のネジがストレート(PF)内ネジタイプ。・フレアージョイント。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):10/接続ねじの種類1:G(管用平行めねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅),,本体サイズ：幅2.1×奥行3.9×高さ2.1㎝,,C3604BD,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004633,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1102 K000004633,フレアーシキツギテ フレアーエルボ FL FL-1102,,K000004633,,ASOH,570,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,44,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):6.35/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/8B(6A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行1.9×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004634,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1103 K000004634,フレアーシキツギテ フレアーエルボ FL FL-1103,,K000004634,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,74,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):9.53/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/8B(6A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.1×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004635,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1106 K000004635,フレアーシキツギテ フレアーエルボ FL FL-1106,,K000004635,,ASOH,570,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,44,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):6/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/8B(6A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行1.9×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004636,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1108 K000004636,フレアーシキツギテ フレアーエルボ FL FL-1108,,K000004636,,ASOH,580,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,46,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):8/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/8B(6A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.7×奥行1.9×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004637,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1110 K000004637,フレアーシキツギテ フレアーエルボ FL FL-1110,,K000004637,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,74,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):10/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/8B(6A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.1×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004638,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1202 K000004638,フレアーシキツギテ フレアーエルボ FL FL-1202,,K000004638,,ASOH,570,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,45,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):6.35/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行2.2×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004639,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1203 K000004639,フレアーシキツギテ フレアーエルボ FL FL-1203,,K000004639,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,75,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):9.53/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.4×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004640,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1204 K000004640,フレアーシキツギテ フレアーエルボ FL FL-1204,,K000004640,,ASOH,1390,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,114,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):12.7/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.4×奥行2.9×高さ4㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004641,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1206 K000004641,フレアーシキツギテ フレアーエルボ FL FL-1206,,K000004641,,ASOH,570,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,45,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):6/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行2.2×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004642,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1208 K000004642,フレアーシキツギテ フレアーエルボ FL FL-1208,,K000004642,,ASOH,580,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,46,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):8/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.7×奥行2.2×高さ2.9㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004643,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1210 K000004643,フレアーシキツギテ フレアーエルボ FL FL-1210,,K000004643,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,75,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):10/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.4×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004644,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1212 K000004644,フレアーシキツギテ フレアーエルボ FL FL-1212,,K000004644,,ASOH,1390,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,116,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):12/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:1/4B(8A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.4×奥行2.9×高さ4㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004645,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1302 K000004645,フレアーシキツギテ フレアーエルボ FL FL-1302,,K000004645,,ASOH,780,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,60,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):6.35/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行2.5×高さ3.1㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004646,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1303 K000004646,フレアーシキツギテ フレアーエルボ FL FL-1303,,K000004646,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,77,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):9.53/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.5×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004647,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1304 K000004647,フレアーシキツギテ フレアーエルボ FL FL-1304,,K000004647,,ASOH,1390,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,119,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(inch):12.7/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.4×奥行2.9×高さ4㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004648,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1306 K000004648,フレアーシキツギテ フレアーエルボ FL FL-1306,,K000004648,,ASOH,780,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,60,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):6/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.6×奥行2.5×高さ3.1㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004649,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1308 K000004649,フレアーシキツギテ フレアーエルボ FL FL-1308,,K000004649,,ASOH,780,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,60,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):8/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅1.7×奥行2.5×高さ3.1㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004650,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1310 K000004650,フレアーシキツギテ フレアーエルボ FL FL-1310,,K000004650,,ASOH,850,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,77,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):10/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.1×奥行2.5×高さ3.2㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
I,K000004651,アソー(株) ASOH   フレアー式継手 フレアーエルボ FL FL-1312 K000004651,フレアーシキツギテ フレアーエルボ FL FL-1312,,K000004651,,ASOH,1390,1,,,,アソー(株),daidoKKK,配管部品,kkk02,銅管用継手,485,フレアー式継手 フレアーエルボ FL,日本,121,g,拡管した銅管を、機器・装置に接続するための継手。【特長】・エルボタイプ。・フレアージョイント。・ナットを外して銅管に通し、銅管をフレアリングツール等で拡管、本体と挟み込んで締め付ける。■接続種類:管⇔ねじ差し込み式/適用管外径1(M)(mm):12/接続ねじの種類1:R(管用テーパおねじ)/ねじの呼び1:3/8B(10A)/最高使用圧力区分(MPa):2.0~7.0MPa/使用温度範囲(℃):-50~150/最高使用圧力(MPa):3.45/材質:[黄銅]C3604BD(黄銅)・C3771BD(黄銅),,本体サイズ：幅2.4×奥行2.9×高さ4㎝,,C3771B,,画像は代表画像です。「商品名」「特徴」「使用」等をご確認ください。,,1,1,10
